86.80,98.70,94.33,86.33,97.37,89.33,7.43,8.67,6.27
99.80,96.33,94.43,89.77,0.83,0.80,0.83,0.90,0.83
97.40,26.60,19.77,13.93,7.93,6.93,0.80,4.03,0.67
99.20,36.13,21.93,13.37,11.57,9.57,7.33,6.63,0.70
99.80,99.03,99.63,100.00,97.70,96.30,100.00,9.13,9.37
100.00,99.93,98.97,96.23,0.67,0.70,0.60,0.73,0.77
99.80,26.60,19.77,13.93,7.93,6.93,0.80,4.03,0.67
100.00,69.17,52.13,21.07,19.23,15.70,14.80,7.17,0.60
