99.70,99.23,99.30,82.47,61.20,26.66,33.62,24.47,15.59
99.20,98.10,96.07,84.67,66.94,6.26,2.37,3.49,1.74
98.70,28.53,25.37,17.47,7.27,5.43,0.80,6.17,0.67
99.50,41.23,55.07,19.17,15.23,12.57,11.80,10.40,9.03
100.00,99.63,99.90,99.97,100.00,100.00,99.79,99.98,99.55
100.00,99.47,99.50,97.90,94.01,18.86,18.43,15.12,10.32
99.80,55.43,59.87,43.37,21.57,11.27,10.50,8.53,0.70
100.00,79.70,92.97,47.67,29.70,27.67,25.80,24.00,23.47
